3.077927798827819e-05,-0.4796232453907095,5.2185702179457e-05,4.531866744515677e-05,
9.19083804657043e-05,1.0541878632492453e-06,7.396062287340851e-05,4.988661738942624e-05,
3.893222482351275e-05,7.847284354828166e-05,4.376933824180619e-05,8.168912044260578e-05,
4.285994454788459e-05,5.8158945984326776e-05,4.2957699600449216e-05,4.295726019192416e-05,
4.295734576637356e-05,-0.11354945926496672,2.495452594469079e-05,9.980757307289977e-06,
2.4450377665838088e-05,6.0713241300241927e-05,4.872746958950081e-06,2.2256393574646528e-05,
2.3562399715591154e-05,3.582737483101567e-05,-0.03936799423331218,3.5830751237652104e-05,
6.60156330039559e-05,4.1948492161183686e-05,2.4187897486122357e-05,9.31811263654734e-05,
2.87182390907101e-05,7.716373892029367e-05,7.587253494398007e-05,1.4449366800407827e-05,
2.6567696780495388e-05,5.962568165412602e-05,4.4017568557252164e-05,7.68529950431756e-05,
7.36918431695733e-05,5.8377626601243494e-05,9.551425187697705e-05,5.476731116814892e-05,
8.183120248296148e-05,8.357737481644561e-05,1.3646496731490987e-05,3.451527849199888e-05,
5.581335687728236e-05,8.514554503892018e-05,1.9293313291197912e-05,9.509283516633637e-05,
-0.20636083238510794,3.577260830576825e-05,3.5766327180201114e-05,3.5773808655069824e-05,
3.581458856193312e-05,3.581477087936616e-05,-0.198340975854159,3.580926879353101e-05,
8.206169410003497e-05,1.794563717516815e-05,9.385867456442047e-05,1.3938408734256637e-05,
4.794555279406898e-06,7.781563111265782e-05,8.43724980283484e-05,3.598170049375676e-05,
9.78539401226824e-05,5.446722385359116e-06,7.080287751416037e-05,9.74155501559836e-05,
9.031617001697727e-05,9.619285959100782e-05,1.5236049234202966e-06,6.284427026375004e-05,
-0.22211610341457896,6.244236386750337e-05,3.928510591672061e-05,2.362136643834024e-05,
9.495112939455688e-05,3.785251060707609e-05,4.4488524756279837e-05,1.0911677659410458e-05,
3.577358067638909e-05,-0.5001488234400064,3.5775122431544485e-05,3.576863935770744e-05,
3.5831459026729445e-05,3.583610702969287e-05,3.583365091055263e-05,3.583131848240501e-05,
3.5552507981717604e-05,3.5552983796705214e-05,3.555474585698545e-05,-0.5870369184241035,
9.602658191621895e-05,5.2339548303379094e-05,2.9188263895019365e-05,8.148963795084179e-05,
2.644662851312496e-05,2.7681408564977695e-05,4.798209431521494e-05,2.7021906536827344e-06,
4.389249764804558e-05,2.9272086153572886e-05,2.667047957342882e-05,5.1180282295124804e-05,
8.743526881335507e-05,3.824861245030928e-05,2.589793607479065e-05,3.9217129984639555e-06,
3.7703859098277206e-05,6.410240321804428e-06,4.685682021219168e-05,6.702948807553391e-05,
7.19004508328739e-05,4.571356987206854e-05,4.734090440921579e-06,2.4957444952076427e-05,
6.231078182672916e-05,5.4344561407473325e-05,5.856646984741599e-05,8.12866242447029e-05,
3.524783284013951e-05,2.169497614726631e-05,3.525033718396789e-05,3.524588625203074e-05,
3.112361230144477e-05,4.773922519498511e-05,6.961573930651647e-05,2.7464993728233303e-05,
3.903869452579987e-05,7.935927784880262e-05,6.548046877284087e-06,8.182439007279654e-05,
1.9827563565294605e-05,2.7893773911859567e-05,4.78940701150683e-05,9.007558997460753e-05,
2.7855154095862935e-05,6.199316954119798e-05,6.200733691178828e-05,4.602485184874918e-05,
6.14286944298936e-05,5.81963565799433e-05,-0.029625226789091512,5.033835183024041e-05,
3.0246506265221965e-06,4.124905673884999e-05,9.329856936387712e-05,3.851828528488864e-05,
8.703506518500199e-05,4.003291841128516e-05,4.497582722820442e-05,1.2778129074449974e-05,
-0.07719597886021524,1.555034176967675e-05,1.6073185579068477e-05,3.3691162826895596e-05,
1.3308969169786068e-05,2.208585725292719e-05,9.071906303392641e-06,9.35241324198416e-06,
3.4344789710364635e-05,5.622067279467933e-05,2.5620703296960424e-06,9.98325242661422e-06,
3.631487078518927e-05,1.0916864741621613e-05,8.40534312501239e-05,5.974058558010731e-05,
2.9195965071395273e-05,6.127448034918782e-05,4.906696497147649e-05,1.4602791334992122e-05,
6.873206890410107e-05,6.88752677302437e-05,6.559937681999827e-05,1.935906739137525e-05,
4.562062287407798e-05,4.021562590165127e-05,7.509944242786144e-05,9.21820719519416e-05,
7.549125284873654e-05,1.4641494004795276e-05,5.9327063731750545e-05,7.502903355279954e-05,
3.7056509273307626e-05,6.532308485497909e-05,3.7991514967125484e-05,9.478185078694159e-05,
3.622312127163132e-05,2.5997128574046692e-05,3.993772129061158e-05,3.6012125104358806e-07,
1.2538515470230317e-05,9.572994030455895e-06,9.625631689424435e-05,3.7641881676102665e-05,
3.743168821799823e-05,8.671177029402388e-05,2.40094813995673e-05,6.0262094675462145e-05,
6.180763769987046e-05,2.065758194652242e-05,6.181108573586572e-05,6.180177832432632e-05,
6.256920724368283e-05,6.231724034876958e-05,6.255612266948864e-05,6.25419607418012e-05,
1.3896933630377784e-05,5.514687264642913e-05,5.360490076017688e-07,4.144873247726763e-05,
1.7121831800261723e-05,4.321430093786304e-05,3.4727374250865786e-05,3.274731817022895e-05,
2.1099288592320244e-05,5.2635715591055026e-05,9.225635847993755e-05,9.437452263857204e-05,
